Sun Bowl stadium,UTEP,http://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/UTEP_Sun_Bowl_Stadium_Aerial_View_Sept_6_2009.jpg/80px-UTEP_Sun_Bowl_Stadium_Aerial_View_Sept_6_2009.jpg,El Paso,TX,C-USA,1963,51500,53415,2008
"Sun Devil Stadium, Frank Kush Field",Arizona State,http://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/SunDevilStadium1.jpg/80px-SunDevilStadium1.jpg,Tempe,AZ,Pac-12,1958,71706,74963,1996
Sun Life Stadium,Miami,http://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Sun_Life_Stadium_Coast_Guard_flyover.JPG/80px-Sun_Life_Stadium_Coast_Guard_flyover.JPG,Miami Gardens,FL,ACC,1987,75504,80120,2013
TCF Bank Stadium,Minnesota,http://upload.wikimedia.org/wikipedia/commons/thumb/4/48/TCF_Bank_Stadium_-_Minnesota_Golden_Gophers.jpg/80px-TCF_Bank_Stadium_-_Minnesota_Golden_Gophers.jpg,Minneapolis,MN,Big Ten,2009,50805,50805,
Tiger Stadium,LSU,http://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Tiger_Stadium_at_Night.jpg/80px-Tiger_Stadium_at_Night.jpg,Baton Rouge,LA,SEC,1924,102321,102321,
University Stadium,New Mexico,http://upload.wikimedia.org/wikipedia/commons/thumb/5/52/UNM_Stadium.jpg/80px-UNM_Stadium.jpg,Albuquerque,NM,Mountain West,1960,39224,44760,2005
UB Stadium,Buffalo,http://upload.wikimedia.org/wikipedia/commons/thumb/2/26/UB_Stadium_Wide.JPG/80px-UB_Stadium_Wide.JPG,Amherst,NY,MAC,1993,29013,29795,2006
Vanderbilt Stadium,Vanderbilt,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Vanderbilt_Stadium_panorama.jpg/80px-Vanderbilt_Stadium_panorama.jpg,Nashville,TN,SEC,1922,39790,41448,
Vaught-Hemingway Stadium,Mississippi,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Vaught-Hemingway-Stadium_pressbox.JPG/80px-Vaught-Hemingway-Stadium_pressbox.JPG,Oxford,MS,SEC,1915,60580,62657,2009
Veterans Memorial Stadium,Troy,http://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Movie_Gallery_Stadium.JPG/80px-Movie_Gallery_Stadium.JPG,Troy,AL,Sun Belt,1950,30000,26574,2004
Waldo Stadium,Western Michigan,http://upload.wikimedia.org/wikipedia/commons/thumb/2/26/WaldoStadium1.jpg/80px-WaldoStadium1.jpg,Kalamazoo,MI,MAC,1939,30200,36361,2000
Wallace Wade Stadium,Duke,http://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Wallace_Wade_Stadium_2005_Virginia_Tech_at_Duke.jpg/80px-Wallace_Wade_Stadium_2005_Virginia_Tech_at_Duke.jpg,Durham,NC,ACC,1929,33941,57500,1949
War Memorial Stadium,Wyoming,,Laramie,WY,Mountain West,1950,29181,34745,1997
"[u'Warren McGuirk Alumni Stadium', u'[O 1]']",UMass,,Hadley,MA,MAC,1965,17000,,
Williams-Brice Stadium,South Carolina,http://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Williams-Brice_Stadium.jpg/80px-Williams-Brice_Stadium.jpg,Columbia,SC,SEC,1934,80250,85199,2012
Yager Stadium,Miami (OH),http://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Yager-COC.jpg/80px-Yager-COC.jpg,Oxford,OH,MAC,1983,24286,30087,1999
Benson Field at Yulman Stadium,Tulane,http://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Yulman_Stadium_Homecoming.jpg/80px-Yulman_Stadium_Homecoming.jpg,New Orleans,LA,American,2014,30000,30000,2014
