Tony Petersen,Marshall,OC/QB,1998,1998
Tony Petersen,Minnesota,PGC,1999,1999
Tony Petersen,Minnesota,HC,2000,2006
Tony Petersen,Iowa State,QB,2007,2008
Tony Petersen,South Dakota,AHC/WR,2009,2009
Tony Petersen,Marshall,HC,2010,2012
Tony Petersen,Louisiana Tech,OC/QB,2013,2015
Tracy Claeys,Santa Fe Trail HS,HC,1994,1994
Tracy Claeys,Saginaw Valley State,DL,1995,1998
Tracy Claeys,Emporia State,DC,1999,2000
Tracy Claeys,Southern Illinois,DC,2001,2007
Tracy Claeys,Northern Illinois,DC,2008,2010
Tracy Claeys,Minnesota,DC,2011,2015
Troy Calhoun,Air Force,Assistant,1989,1990
Troy Calhoun,Air Force,RC,1993,1994
Troy Calhoun,Ohio,QB,1995,1996
Troy Calhoun,Ohio,OC/QB,1997,2000
Troy Calhoun,Wake Forest,OC/QB,2001,2002
Troy Calhoun,Denver Broncos,Assistant,2003,2005
Troy Calhoun,Houston Texans,OC/QB,2006,2006
Troy Calhoun,Air Force,HC,2007,2015
Tyson Summers,Tift County High School (GA),DB,2002,2002
Tyson Summers,Presbyterian,DB,2003,2003
Tyson Summers,Troy,GA/WR,2004,2004
Tyson Summers,Georgia,GA/DB,2005,2005
Tyson Summers,Georgia Southern,S,2006,2006
Tyson Summers,UAB,LB,2007,2010
Tyson Summers,UAB,HC,2011,2011
Tyson Summers,UCF,LB,2012,2013
Tyson Summers,UCF,DC,2014,2014
Tyson Summers,Colorado St.,DC/S,2015,2015
Urban Meyer,St. Xavier HS (OH),DB,1985,1985
Urban Meyer,Ohio State,TE,1986,1986
Urban Meyer,Ohio State,WR,1987,1987
Urban Meyer,Illinois State,OLB,1988,1988
Urban Meyer,Illinois State,QB/WR,1989,1989
Urban Meyer,Colorado State,WR,1990,1995
Urban Meyer,Notre Dame,WR,1996,2000
Urban Meyer,Bowling Green,HC,2001,2002
Urban Meyer,Utah,HC,2003,2004
Urban Meyer,Florida,HC,2005,2010
Urban Meyer,Ohio State,HC,2012,2015
Vance Bedford,Forest Brook High,HC,1985,1985
Vance Bedford,Navarro JC,HC,1986,1986
Vance Bedford,Colorado State,DB,1987,1992
Vance Bedford,Oklahoma State,DB,1993,1994
Vance Bedford,Michigan,DB,1995,1998
Vance Bedford,Chicago Bears,DB,1999,2004
Vance Bedford,Oklahoma State,DC,2005,2006
Vance Bedford,Michigan,DB,2007,2007
Vance Bedford,Florida,DB,2008,2009
Vance Bedford,Louisville,DC,2010,2013
Vance Bedford,Texas,DC,2014,2015
Vic Koenning,Memphis State,GA/strength,1986,1990
Vic Koenning,Memphis State/Memphis,DB,1991,1996
Vic Koenning,Wyoming,DC,1997,1999
Vic Koenning,Wyoming,HC,2000,2002
Vic Koenning,Troy,DC,2003,2004
Vic Koenning,Clemson,DC/DB,2005,2008
Vic Koenning,Kansas State,HC,2009,2009
Vic Koenning,Illinois,DC,2010,2011
Vic Koenning,Illinois,HC,2011,2011
Vic Koenning,North Carolina,HC,2012,2014
Vic Koenning,Troy,DC,2014,2015
Vincent Brown,Meadowcreek HS,GA,2001,2005
Vincent Brown,Dallas Cowboys,ILB,2006,2006
Vincent Brown,Virginia,GA,2007,2007
Vincent Brown,Richmond,LB,2008,2009
Vincent Brown,Virginia,LB/SPT,2010,2012
Vincent Brown,Virginia,DL,2013,2013
Vincent Brown,Connecticut,HC,2014,2015
Will Muschamp,Auburn,GA,1995,1996
Will Muschamp,West Georgia,DB,1998,1998
Will Muschamp,Eastern Kentucky,DB,1999,1999
Will Muschamp,Valdosta State,DC/DB,2000,2000
Will Muschamp,LSU,DC/LB,2001,2004
Will Muschamp,Miami Dolphins,AHC,2005,2005
Will Muschamp,Auburn,DC/DB,2006,2007
Will Muschamp,Texas,DC/LB,2008,2010
Will Muschamp,Florida,HC,2011,2014
Will Muschamp,Auburn,DC/S,2015,2015
Willie Fritz,Pittsburg State,SA,1982,1982
Willie Fritz,Shawnee Mission NW HS (KS),HC,1983,1983
Willie Fritz,Sam Houston State,GA,1984,1985
Willie Fritz,Willis HS (TX),GA,1986,1986
Willie Fritz,Coffeyville CC,DC,1987,1990
Willie Fritz,Sam Houston State,DB/ST,1991,1992
Willie Fritz,Blinn,HC,1993,1996
Willie Fritz,Central Missouri,HC,1997,2009
Willie Fritz,Sam Houston State,HC,2010,2013
Willie Fritz,Georgia Southern,HC,2014,2015
Willie Simmons,Clemson,GA,2006,2006
Willie Simmons,Middle Tennessee,RB,2007,2009
Willie Simmons,Middle Tennessee,PGC/RB,2010,2010
Willie Simmons,Middle Tennessee,OC/RB,2011,2011
Willie Simmons,Alcorn State,OC,2012,2014
Willie Taggart,WKU,WR,1999,1999
Willie Taggart,WKU,QB,2000,2000
Willie Taggart,WKU,HC,2001,2002
Willie Taggart,WKU,AHC/QB,2003,2006
Willie Taggart,Stanford,RB,2007,2009
Willie Taggart,WKU,HC,2010,2012
Willie Taggart,South Florida,HC,2013,2015
